teacher_id,school_id,teacher_name,persona,teacher_availability_mask,preferred_time_window,consecutive_period_preference,subjects_taught,class_arm_eligibility,room_strictness,years_of_experience,employment_type,cds_blocked_day,min_rest_periods_required
TCH-00794,SCH-060,Hauwa Adeyemi,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-00795,SCH-060,Musa Chukwu,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Further Mathematics,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-00796,SCH-060,Ifeoma Okafor,hustling_subject_specialist,01100,08:00-11:00,3,Economics|Further Mathematics,senior_only,high,8,part_time_multi_school,,
TCH-00797,SCH-060,Yusuf Garba,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00798,SCH-060,Ifeoma Chukwu,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00799,SCH-060,Chinedu Chukwu,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Chemistry,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-00800,SCH-060,Yusuf Nwosu,hustling_subject_specialist,11100,08:00-11:00,2,Economics|Further Mathematics,senior_only,high,4,part_time_multi_school,,
TCH-00801,SCH-060,Hauwa Okafor,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-00802,SCH-060,Kunle Suleiman,hustling_subject_specialist,10010,08:00-11:00,3,Economics|Further Mathematics,senior_only,high,11,part_time_multi_school,,
TCH-00803,SCH-060,Musa Adebayo,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00804,SCH-060,Ifeoma Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Physics,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-00805,SCH-060,Chinedu Adebayo,overworked_generalist,11111,scattered,5,PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-00806,SCH-061,Obinna Mohammed,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,7,full_time_underpaid,,
TCH-00807,SCH-061,Bashir Mohammed,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00808,SCH-061,Tunde Garba,hustling_subject_specialist,01110,08:00-11:00,2,Further Mathematics|Physics,senior_only,high,4,part_time_multi_school,,
TCH-00809,SCH-061,Aisha Eze,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,6,full_time_underpaid,,
TCH-00810,SCH-061,Amaka Suleiman,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Physics,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-00811,SCH-061,Chiamaka Eze,overworked_generalist,11111,scattered,3,Basic Technology|CRS|PHE,any,very_low,2,full_time_underpaid,,
TCH-00812,SCH-061,Emeka Okoro,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,4,full_time_underpaid,,
TCH-00813,SCH-061,Chiamaka Balogun,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00814,SCH-061,Bashir Eze,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00815,SCH-061,Obinna Nwosu,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00816,SCH-061,Obinna Okoro,hustling_subject_specialist,00110,08:00-11:00,2,Physics,senior_only,high,6,part_time_multi_school,,
TCH-00817,SCH-061,Yusuf Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-00818,SCH-061,Amaka Okoro,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00819,SCH-061,Hauwa Adeyemi,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-00820,SCH-061,Bashir Adeyemi,hustling_subject_specialist,10010,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,5,part_time_multi_school,,
TCH-00821,SCH-062,Chinedu Suleiman,overworked_generalist,11111,scattered,3,CRS|Basic Technology|PHE,any,very_low,8,full_time_underpaid,,
TCH-00822,SCH-062,Blessing Chukwu,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00823,SCH-062,Amaka Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Further Mathematics,senior_only,absolute_priority,20,full_time_senior_staff,,2
TCH-00824,SCH-062,Aisha Abubakar,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00825,SCH-062,Ngozi Chukwu,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-00826,SCH-062,Tunde Okoro,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-00827,SCH-062,Blessing Chukwu,hustling_subject_specialist,10010,08:00-11:00,2,Further Mathematics|Physics,senior_only,high,9,part_time_multi_school,,
TCH-00828,SCH-062,Ifeoma Adeyemi,hustling_subject_specialist,11000,08:00-11:00,2,Physics,senior_only,high,5,part_time_multi_school,,
TCH-00829,SCH-062,Bashir Okafor,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Chemistry,senior_only,absolute_priority,23,full_time_senior_staff,,2
TCH-00830,SCH-062,Aisha Abubakar,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Chemistry,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-00831,SCH-062,Blessing Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Biology,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-00832,SCH-063,Chinedu Adebayo,nysc_corper,11011,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00833,SCH-063,Chinedu Adebayo,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00834,SCH-063,Ifeoma Adeyemi,overworked_generalist,11111,scattered,4,Basic Technology|CRS|PHE,any,very_low,5,full_time_underpaid,,
TCH-00835,SCH-063,Musa Adebayo,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00836,SCH-063,Fatima Nwosu,nysc_corper,11110,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-00837,SCH-063,Blessing Suleiman,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00838,SCH-063,Bashir Eze,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry|Further Mathematics,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-00839,SCH-063,Kunle Adebayo,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-00840,SCH-063,Musa Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Chemistry,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-00841,SCH-063,Oluwaseun Okafor,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00842,SCH-063,Tunde Garba,hustling_subject_specialist,00110,08:00-11:00,3,Further Mathematics,senior_only,high,7,part_time_multi_school,,
TCH-00843,SCH-063,Ngozi Eze,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00844,SCH-064,Adaeze Suleiman,hustling_subject_specialist,01110,08:00-11:00,2,Physics|Further Mathematics,senior_only,high,4,part_time_multi_school,,
TCH-00845,SCH-064,Adaeze Okafor,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00846,SCH-064,Aisha Adebayo,hustling_subject_specialist,10110,08:00-11:00,3,Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-00847,SCH-064,Ifeoma Garba,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-00848,SCH-064,Adaeze Balogun,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-00849,SCH-064,Adaeze Okafor,hustling_subject_specialist,10010,08:00-11:00,2,Physics|Economics,senior_only,high,12,part_time_multi_school,,
TCH-00850,SCH-064,Yusuf Nwosu,overworked_generalist,11111,scattered,5,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00851,SCH-064,Amaka Nwosu,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-00852,SCH-064,Musa Abubakar,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00853,SCH-064,Amaka Garba,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00854,SCH-064,Fatima Okoro,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,3,full_time_underpaid,,
TCH-00855,SCH-064,Hauwa Okoro,hustling_subject_specialist,10010,08:00-11:00,2,Further Mathematics,senior_only,high,10,part_time_multi_school,,
TCH-00856,SCH-064,Chiamaka Balogun,nysc_corper,10111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00857,SCH-064,Oluwaseun Adebayo,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Physics,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-00858,SCH-064,Ngozi Eze,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00859,SCH-065,Fatima Suleiman,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00860,SCH-065,Emeka Adeyemi,hustling_subject_specialist,00110,08:00-11:00,3,Economics,senior_only,high,12,part_time_multi_school,,
TCH-00861,SCH-065,Amaka Balogun,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-00862,SCH-065,Yusuf Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-00863,SCH-065,Emeka Eze,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00864,SCH-065,Chinedu Suleiman,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00865,SCH-065,Chinedu Adebayo,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-00866,SCH-065,Musa Chukwu,nysc_corper,10111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00867,SCH-065,Adaeze Balogun,overworked_generalist,11111,scattered,4,CRS|Basic Technology|PHE,any,very_low,5,full_time_underpaid,,
TCH-00868,SCH-065,Tunde Nwosu,overworked_generalist,11111,scattered,5,Basic Technology|CRS|PHE,any,very_low,2,full_time_underpaid,,
TCH-00869,SCH-065,Chinedu Eze,overworked_generalist,11111,scattered,5,PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-00870,SCH-065,Blessing Eze,overworked_generalist,11111,scattered,3,Basic Technology|PHE|CRS,any,very_low,1,full_time_underpaid,,
TCH-00871,SCH-066,Ngozi Abubakar,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00872,SCH-066,Chinedu Chukwu,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-00873,SCH-066,Obinna Okafor,overworked_generalist,11111,scattered,5,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00874,SCH-066,Blessing Garba,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00875,SCH-066,Blessing Garba,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00876,SCH-066,Ngozi Balogun,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00877,SCH-066,Adaeze Eze,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00878,SCH-066,Ifeoma Okoro,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00879,SCH-066,Aisha Okoro,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-00880,SCH-066,Fatima Suleiman,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00881,SCH-067,Ngozi Balogun,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00882,SCH-067,Amaka Adebayo,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00883,SCH-067,Hauwa Eze,nysc_corper,11011,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00884,SCH-067,Bashir Chukwu,overworked_generalist,11111,scattered,4,CRS|Basic Technology|PHE,any,very_low,8,full_time_underpaid,,
TCH-00885,SCH-067,Emeka Garba,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-00886,SCH-067,Yusuf Eze,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00887,SCH-067,Fatima Okoro,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00888,SCH-067,Emeka Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Physics,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-00889,SCH-067,Bashir Suleiman,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,8,full_time_underpaid,,
TCH-00890,SCH-067,Adaeze Suleiman,overworked_generalist,11111,scattered,5,CRS|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-00891,SCH-067,Obinna Mohammed,hustling_subject_specialist,10010,08:00-11:00,3,Economics,senior_only,high,4,part_time_multi_school,,
TCH-00892,SCH-067,Hauwa Nwosu,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,6,full_time_underpaid,,
TCH-00893,SCH-067,Chiamaka Balogun,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00894,SCH-067,Yusuf Eze,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Biology,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-00895,SCH-067,Blessing Mohammed,overworked_generalist,11111,scattered,3,Basic Technology|PHE,any,very_low,6,full_time_underpaid,,
TCH-00896,SCH-068,Chinedu Okafor,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Biology,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-00897,SCH-068,Emeka Adebayo,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,5,full_time_underpaid,,
TCH-00898,SCH-068,Ngozi Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Physics,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-00899,SCH-068,Ifeoma Nwosu,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00900,SCH-068,Bashir Garba,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-00901,SCH-068,Blessing Balogun,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00902,SCH-068,Musa Balogun,hustling_subject_specialist,01010,08:00-11:00,3,Further Mathematics,senior_only,high,7,part_time_multi_school,,
TCH-00903,SCH-068,Bashir Balogun,nysc_corper,11011,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00904,SCH-068,Chiamaka Adebayo,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Chemistry,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-00905,SCH-068,Blessing Nwosu,hustling_subject_specialist,01100,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,9,part_time_multi_school,,
TCH-00906,SCH-068,Hauwa Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Physics,senior_only,absolute_priority,20,full_time_senior_staff,,2
TCH-00907,SCH-068,Ngozi Nwosu,overworked_generalist,11111,scattered,3,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00908,SCH-068,Adaeze Adebayo,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-00909,SCH-068,Obinna Adebayo,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-00910,SCH-068,Adaeze Adeyemi,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00911,SCH-068,Musa Balogun,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00912,SCH-069,Adaeze Garba,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00913,SCH-069,Amaka Mohammed,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-00914,SCH-069,Chiamaka Balogun,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00915,SCH-069,Aisha Okafor,hustling_subject_specialist,10010,08:00-11:00,2,Further Mathematics,senior_only,high,10,part_time_multi_school,,
TCH-00916,SCH-069,Obinna Mohammed,overworked_generalist,11111,scattered,4,CRS|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-00917,SCH-069,Blessing Balogun,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00918,SCH-069,Obinna Okafor,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Chemistry,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-00919,SCH-069,Adaeze Abubakar,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,7,full_time_underpaid,,
TCH-00920,SCH-069,Hauwa Adebayo,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Biology,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-00921,SCH-069,Obinna Nwosu,hustling_subject_specialist,00110,08:00-11:00,2,Economics,senior_only,high,12,part_time_multi_school,,
TCH-00922,SCH-069,Kunle Chukwu,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-00923,SCH-069,Emeka Nwosu,hustling_subject_specialist,10100,08:00-11:00,2,Economics,senior_only,high,10,part_time_multi_school,,
TCH-00924,SCH-069,Chiamaka Okoro,hustling_subject_specialist,01100,08:00-11:00,2,Economics,senior_only,high,4,part_time_multi_school,,
TCH-00925,SCH-070,Amaka Adeyemi,overworked_generalist,11111,scattered,5,Basic Technology|PHE|CRS,any,very_low,4,full_time_underpaid,,
TCH-00926,SCH-070,Kunle Okoro,overworked_generalist,11111,scattered,4,Basic Technology|CRS|PHE,any,very_low,8,full_time_underpaid,,
TCH-00927,SCH-070,Ngozi Suleiman,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Chemistry,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-00928,SCH-070,Amaka Suleiman,overworked_generalist,11111,scattered,3,CRS|Basic Technology|PHE,any,very_low,4,full_time_underpaid,,
TCH-00929,SCH-070,Ifeoma Suleiman,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00930,SCH-070,Ngozi Adeyemi,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00931,SCH-070,Ifeoma Okoro,hustling_subject_specialist,00110,08:00-11:00,3,Economics|Physics,senior_only,high,10,part_time_multi_school,,
TCH-00932,SCH-070,Chinedu Balogun,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00933,SCH-070,Fatima Adebayo,overworked_generalist,11111,scattered,3,CRS|PHE|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-00934,SCH-070,Amaka Abubakar,hustling_subject_specialist,10100,08:00-11:00,2,Physics,senior_only,high,6,part_time_multi_school,,
TCH-00935,SCH-070,Hauwa Chukwu,veteran_staff_room_boss,11111,08:30-10:30,1,Physics,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-00936,SCH-071,Aisha Okoro,hustling_subject_specialist,10010,08:00-11:00,2,Physics,senior_only,high,4,part_time_multi_school,,
TCH-00937,SCH-071,Bashir Mohammed,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,5,full_time_underpaid,,
TCH-00938,SCH-071,Bashir Okafor,overworked_generalist,11111,scattered,3,Basic Technology|CRS|PHE,any,very_low,3,full_time_underpaid,,
TCH-00939,SCH-071,Emeka Mohammed,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-00940,SCH-071,Fatima Suleiman,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Further Mathematics,senior_only,absolute_priority,30,full_time_senior_staff,,2
TCH-00941,SCH-071,Bashir Adeyemi,hustling_subject_specialist,11100,08:00-11:00,2,Physics,senior_only,high,7,part_time_multi_school,,
TCH-00942,SCH-071,Emeka Adebayo,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00943,SCH-071,Amaka Okoro,hustling_subject_specialist,01010,08:00-11:00,2,Economics|Physics,senior_only,high,11,part_time_multi_school,,
TCH-00944,SCH-071,Amaka Chukwu,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,6,full_time_underpaid,,
TCH-00945,SCH-071,Ngozi Eze,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,8,full_time_underpaid,,
TCH-00946,SCH-071,Chinedu Mohammed,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00947,SCH-071,Amaka Adebayo,nysc_corper,11011,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00948,SCH-071,Yusuf Chukwu,overworked_generalist,11111,scattered,5,PHE|Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-00949,SCH-071,Aisha Abubakar,nysc_corper,11110,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-00950,SCH-071,Tunde Garba,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Chemistry,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-00951,SCH-072,Emeka Chukwu,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,3,full_time_underpaid,,
TCH-00952,SCH-072,Ifeoma Adeyemi,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-00953,SCH-072,Amaka Nwosu,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00954,SCH-072,Bashir Okoro,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00955,SCH-072,Fatima Eze,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00956,SCH-072,Bashir Okafor,overworked_generalist,11111,scattered,3,PHE|CRS|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-00957,SCH-072,Fatima Suleiman,overworked_generalist,11111,scattered,5,CRS|Basic Technology|PHE,any,very_low,3,full_time_underpaid,,
TCH-00958,SCH-072,Oluwaseun Eze,overworked_generalist,11111,scattered,5,Basic Technology|CRS|PHE,any,very_low,1,full_time_underpaid,,
TCH-00959,SCH-072,Chinedu Balogun,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00960,SCH-072,Kunle Abubakar,hustling_subject_specialist,01110,08:00-11:00,3,Further Mathematics,senior_only,high,7,part_time_multi_school,,
TCH-00961,SCH-072,Chiamaka Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Physics,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-00962,SCH-072,Oluwaseun Abubakar,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00963,SCH-072,Yusuf Chukwu,overworked_generalist,11111,scattered,4,CRS|PHE,any,very_low,4,full_time_underpaid,,
TCH-00964,SCH-072,Blessing Okafor,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00965,SCH-072,Musa Suleiman,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00966,SCH-073,Adaeze Adebayo,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-00967,SCH-073,Oluwaseun Eze,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00968,SCH-073,Ngozi Okafor,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00969,SCH-073,Adaeze Chukwu,hustling_subject_specialist,01010,08:00-11:00,2,Physics,senior_only,high,4,part_time_multi_school,,
TCH-00970,SCH-073,Obinna Eze,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,6,full_time_underpaid,,
TCH-00971,SCH-073,Bashir Suleiman,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-00972,SCH-073,Chiamaka Chukwu,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00973,SCH-073,Kunle Suleiman,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,8,full_time_underpaid,,
TCH-00974,SCH-073,Ngozi Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Physics|Biology,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-00975,SCH-073,Emeka Adebayo,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,23,full_time_senior_staff,,2
TCH-00976,SCH-073,Obinna Okafor,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,8,full_time_underpaid,,
TCH-00977,SCH-074,Kunle Garba,hustling_subject_specialist,10110,08:00-11:00,2,Economics,senior_only,high,12,part_time_multi_school,,
